,month,stats,race_or_age,state_or_region,value,year,value_flt,time
279120,Jul,avg,≥6 months,New Jersey,0.3,2013-2014,0.3,2013-07-15
279125,Aug,avg,≥6 months,New Jersey,1.9,2013-2014,1.9,2013-08-15
279130,Sep,avg,≥6 months,New Jersey,10.5,2013-2014,10.5,2013-09-15
279135,Oct,avg,≥6 months,New Jersey,29.3,2013-2014,29.3,2013-10-15
279140,Nov,avg,≥6 months,New Jersey,38.1,2013-2014,38.1,2013-11-15
279145,Dec,avg,≥6 months,New Jersey,41.4,2013-2014,41.4,2013-12-15
279150,Jan,avg,≥6 months,New Jersey,43.7,2013-2014,43.7,2014-01-15
279155,Feb,avg,≥6 months,New Jersey,44.9,2013-2014,44.9,2014-02-15
279160,Mar,avg,≥6 months,New Jersey,45.6,2013-2014,45.6,2014-03-15
279165,Apr,avg,≥6 months,New Jersey,45.9,2013-2014,45.9,2014-04-15
279170,May,avg,≥6 months,New Jersey,46.1,2013-2014,46.1,2014-05-15
280108,Jul,avg,≥6 months,New Mexico,0.5,2013-2014,0.5,2013-07-15
280113,Aug,avg,≥6 months,New Mexico,2.7,2013-2014,2.7,2013-08-15
280118,Sep,avg,≥6 months,New Mexico,10.5,2013-2014,10.5,2013-09-15
280123,Oct,avg,≥6 months,New Mexico,27.7,2013-2014,27.7,2013-10-15
280128,Nov,avg,≥6 months,New Mexico,37.9,2013-2014,37.9,2013-11-15
280133,Dec,avg,≥6 months,New Mexico,41.5,2013-2014,41.5,2013-12-15
280138,Jan,avg,≥6 months,New Mexico,44.2,2013-2014,44.2,2014-01-15
280143,Feb,avg,≥6 months,New Mexico,45.5,2013-2014,45.5,2014-02-15
280148,Mar,avg,≥6 months,New Mexico,46.3,2013-2014,46.3,2014-03-15
280153,Apr,avg,≥6 months,New Mexico,46.6,2013-2014,46.6,2014-04-15
280158,May,avg,≥6 months,New Mexico,46.6,2013-2014,46.6,2014-05-15
281096,Jul,avg,≥6 months,New York,0.4,2013-2014,0.4,2013-07-15
281101,Aug,avg,≥6 months,New York,2.1,2013-2014,2.1,2013-08-15
281106,Sep,avg,≥6 months,New York,10.3,2013-2014,10.3,2013-09-15
281111,Oct,avg,≥6 months,New York,27.8,2013-2014,27.8,2013-10-15
281116,Nov,avg,≥6 months,New York,38.0,2013-2014,38.0,2013-11-15
281121,Dec,avg,≥6 months,New York,41.9,2013-2014,41.9,2013-12-15
281126,Jan,avg,≥6 months,New York,45.0,2013-2014,45.0,2014-01-15
281131,Feb,avg,≥6 months,New York,46.8,2013-2014,46.8,2014-02-15
281136,Mar,avg,≥6 months,New York,47.7,2013-2014,47.7,2014-03-15
281141,Apr,avg,≥6 months,New York,48.2,2013-2014,48.2,2014-04-15
281146,May,avg,≥6 months,New York,48.4,2013-2014,48.4,2014-05-15
282084,Jul,avg,≥6 months,North Carolina,0.5,2013-2014,0.5,2013-07-15
282089,Aug,avg,≥6 months,North Carolina,2.0,2013-2014,2.0,2013-08-15
282094,Sep,avg,≥6 months,North Carolina,9.8,2013-2014,9.8,2013-09-15
282099,Oct,avg,≥6 months,North Carolina,31.1,2013-2014,31.1,2013-10-15
282104,Nov,avg,≥6 months,North Carolina,41.2,2013-2014,41.2,2013-11-15
282109,Dec,avg,≥6 months,North Carolina,44.6,2013-2014,44.6,2013-12-15
282114,Jan,avg,≥6 months,North Carolina,48.2,2013-2014,48.2,2014-01-15
282119,Feb,avg,≥6 months,North Carolina,49.8,2013-2014,49.8,2014-02-15
282124,Mar,avg,≥6 months,North Carolina,50.7,2013-2014,50.7,2014-03-15
282129,Apr,avg,≥6 months,North Carolina,50.9,2013-2014,50.9,2014-04-15
282134,May,avg,≥6 months,North Carolina,51.0,2013-2014,51.0,2014-05-15
283077,Aug,avg,≥6 months,North Dakota,1.3,2013-2014,1.3,2013-08-15
283082,Sep,avg,≥6 months,North Dakota,7.4,2013-2014,7.4,2013-09-15
283087,Oct,avg,≥6 months,North Dakota,30.3,2013-2014,30.3,2013-10-15
283092,Nov,avg,≥6 months,North Dakota,41.6,2013-2014,41.6,2013-11-15
283097,Dec,avg,≥6 months,North Dakota,44.6,2013-2014,44.6,2013-12-15
283102,Jan,avg,≥6 months,North Dakota,46.5,2013-2014,46.5,2014-01-15
283107,Feb,avg,≥6 months,North Dakota,47.6,2013-2014,47.6,2014-02-15
283112,Mar,avg,≥6 months,North Dakota,48.1,2013-2014,48.1,2014-03-15
283117,Apr,avg,≥6 months,North Dakota,48.4,2013-2014,48.4,2014-04-15
283122,May,avg,≥6 months,North Dakota,48.9,2013-2014,48.9,2014-05-15
284060,Jul,avg,≥6 months,Ohio,0.4,2013-2014,0.4,2013-07-15
284065,Aug,avg,≥6 months,Ohio,1.8,2013-2014,1.8,2013-08-15
284070,Sep,avg,≥6 months,Ohio,8.9,2013-2014,8.9,2013-09-15
284075,Oct,avg,≥6 months,Ohio,26.3,2013-2014,26.3,2013-10-15
284080,Nov,avg,≥6 months,Ohio,36.0,2013-2014,36.0,2013-11-15
284085,Dec,avg,≥6 months,Ohio,39.8,2013-2014,39.8,2013-12-15
284090,Jan,avg,≥6 months,Ohio,42.3,2013-2014,42.3,2014-01-15
284095,Feb,avg,≥6 months,Ohio,43.7,2013-2014,43.7,2014-02-15
284100,Mar,avg,≥6 months,Ohio,44.2,2013-2014,44.2,2014-03-15
284105,Apr,avg,≥6 months,Ohio,44.5,2013-2014,44.5,2014-04-15
284110,May,avg,≥6 months,Ohio,44.7,2013-2014,44.7,2014-05-15
285048,Jul,avg,≥6 months,Oklahoma,0.7,2013-2014,0.7,2013-07-15
285053,Aug,avg,≥6 months,Oklahoma,2.1,2013-2014,2.1,2013-08-15
285058,Sep,avg,≥6 months,Oklahoma,7.2,2013-2014,7.2,2013-09-15
285063,Oct,avg,≥6 months,Oklahoma,25.5,2013-2014,25.5,2013-10-15
285068,Nov,avg,≥6 months,Oklahoma,36.0,2013-2014,36.0,2013-11-15
285073,Dec,avg,≥6 months,Oklahoma,39.7,2013-2014,39.7,2013-12-15
285078,Jan,avg,≥6 months,Oklahoma,43.1,2013-2014,43.1,2014-01-15
285083,Feb,avg,≥6 months,Oklahoma,44.8,2013-2014,44.8,2014-02-15
285088,Mar,avg,≥6 months,Oklahoma,45.7,2013-2014,45.7,2014-03-15
285093,Apr,avg,≥6 months,Oklahoma,46.0,2013-2014,46.0,2014-04-15
285098,May,avg,≥6 months,Oklahoma,46.7,2013-2014,46.7,2014-05-15
286036,Jul,avg,≥6 months,Oregon,0.4,2013-2014,0.4,2013-07-15
286041,Aug,avg,≥6 months,Oregon,1.7,2013-2014,1.7,2013-08-15
286046,Sep,avg,≥6 months,Oregon,7.5,2013-2014,7.5,2013-09-15
286051,Oct,avg,≥6 months,Oregon,23.0,2013-2014,23.0,2013-10-15
286056,Nov,avg,≥6 months,Oregon,31.6,2013-2014,31.6,2013-11-15
286061,Dec,avg,≥6 months,Oregon,35.6,2013-2014,35.6,2013-12-15
286066,Jan,avg,≥6 months,Oregon,39.6,2013-2014,39.6,2014-01-15
286071,Feb,avg,≥6 months,Oregon,41.1,2013-2014,41.1,2014-02-15
286076,Mar,avg,≥6 months,Oregon,41.8,2013-2014,41.8,2014-03-15
286081,Apr,avg,≥6 months,Oregon,42.1,2013-2014,42.1,2014-04-15
286086,May,avg,≥6 months,Oregon,42.2,2013-2014,42.2,2014-05-15
287024,Jul,avg,≥6 months,Pennsylvania,0.3,2013-2014,0.3,2013-07-15
287029,Aug,avg,≥6 months,Pennsylvania,2.0,2013-2014,2.0,2013-08-15
287034,Sep,avg,≥6 months,Pennsylvania,9.8,2013-2014,9.8,2013-09-15
287039,Oct,avg,≥6 months,Pennsylvania,29.0,2013-2014,29.0,2013-10-15
287044,Nov,avg,≥6 months,Pennsylvania,38.3,2013-2014,38.3,2013-11-15
287049,Dec,avg,≥6 months,Pennsylvania,41.3,2013-2014,41.3,2013-12-15
287054,Jan,avg,≥6 months,Pennsylvania,43.7,2013-2014,43.7,2014-01-15
287059,Feb,avg,≥6 months,Pennsylvania,44.9,2013-2014,44.9,2014-02-15
287064,Mar,avg,≥6 months,Pennsylvania,45.4,2013-2014,45.4,2014-03-15
287069,Apr,avg,≥6 months,Pennsylvania,46.1,2013-2014,46.1,2014-04-15
287074,May,avg,≥6 months,Pennsylvania,46.3,2013-2014,46.3,2014-05-15
288012,Jul,avg,≥6 months,Rhode Island,0.4,2013-2014,0.4,2013-07-15
288017,Aug,avg,≥6 months,Rhode Island,1.7,2013-2014,1.7,2013-08-15
288022,Sep,avg,≥6 months,Rhode Island,10.5,2013-2014,10.5,2013-09-15
288027,Oct,avg,≥6 months,Rhode Island,31.4,2013-2014,31.4,2013-10-15
288032,Nov,avg,≥6 months,Rhode Island,44.0,2013-2014,44.0,2013-11-15
288037,Dec,avg,≥6 months,Rhode Island,48.8,2013-2014,48.8,2013-12-15
288042,Jan,avg,≥6 months,Rhode Island,53.1,2013-2014,53.1,2014-01-15
288047,Feb,avg,≥6 months,Rhode Island,54.2,2013-2014,54.2,2014-02-15
288052,Mar,avg,≥6 months,Rhode Island,55.1,2013-2014,55.1,2014-03-15
288057,Apr,avg,≥6 months,Rhode Island,55.3,2013-2014,55.3,2014-04-15
288062,May,avg,≥6 months,Rhode Island,56.9,2013-2014,56.9,2014-05-15
289000,Jul,avg,≥6 months,South Carolina,0.3,2013-2014,0.3,2013-07-15
289005,Aug,avg,≥6 months,South Carolina,2.0,2013-2014,2.0,2013-08-15
289010,Sep,avg,≥6 months,South Carolina,8.5,2013-2014,8.5,2013-09-15
289015,Oct,avg,≥6 months,South Carolina,26.8,2013-2014,26.8,2013-10-15
289020,Nov,avg,≥6 months,South Carolina,35.4,2013-2014,35.4,2013-11-15
289025,Dec,avg,≥6 months,South Carolina,38.3,2013-2014,38.3,2013-12-15
289030,Jan,avg,≥6 months,South Carolina,41.4,2013-2014,41.4,2014-01-15
289035,Feb,avg,≥6 months,South Carolina,43.2,2013-2014,43.2,2014-02-15
289040,Mar,avg,≥6 months,South Carolina,43.6,2013-2014,43.6,2014-03-15
289045,Apr,avg,≥6 months,South Carolina,43.9,2013-2014,43.9,2014-04-15
289050,May,avg,≥6 months,South Carolina,44.3,2013-2014,44.3,2014-05-15
289988,Jul,avg,≥6 months,South Dakota,0.0,2013-2014,0.0,2013-07-15
289993,Aug,avg,≥6 months,South Dakota,1.1,2013-2014,1.1,2013-08-15
289998,Sep,avg,≥6 months,South Dakota,5.7,2013-2014,5.7,2013-09-15
290003,Oct,avg,≥6 months,South Dakota,36.1,2013-2014,36.1,2013-10-15
290008,Nov,avg,≥6 months,South Dakota,50.6,2013-2014,50.6,2013-11-15
290013,Dec,avg,≥6 months,South Dakota,53.6,2013-2014,53.6,2013-12-15
290018,Jan,avg,≥6 months,South Dakota,56.3,2013-2014,56.3,2014-01-15
290023,Feb,avg,≥6 months,South Dakota,56.9,2013-2014,56.9,2014-02-15
290028,Mar,avg,≥6 months,South Dakota,57.2,2013-2014,57.2,2014-03-15
290033,Apr,avg,≥6 months,South Dakota,57.4,2013-2014,57.4,2014-04-15
290038,May,avg,≥6 months,South Dakota,57.4,2013-2014,57.4,2014-05-15
290976,Jul,avg,≥6 months,Tennessee,0.7,2013-2014,0.7,2013-07-15
290981,Aug,avg,≥6 months,Tennessee,1.8,2013-2014,1.8,2013-08-15
290986,Sep,avg,≥6 months,Tennessee,8.6,2013-2014,8.6,2013-09-15
290991,Oct,avg,≥6 months,Tennessee,29.8,2013-2014,29.8,2013-10-15
290996,Nov,avg,≥6 months,Tennessee,40.5,2013-2014,40.5,2013-11-15
291001,Dec,avg,≥6 months,Tennessee,44.6,2013-2014,44.6,2013-12-15
291006,Jan,avg,≥6 months,Tennessee,47.3,2013-2014,47.3,2014-01-15
291011,Feb,avg,≥6 months,Tennessee,50.5,2013-2014,50.5,2014-02-15
291016,Mar,avg,≥6 months,Tennessee,50.9,2013-2014,50.9,2014-03-15
291021,Apr,avg,≥6 months,Tennessee,52.6,2013-2014,52.6,2014-04-15
291026,May,avg,≥6 months,Tennessee,52.7,2013-2014,52.7,2014-05-15
291964,Jul,avg,≥6 months,Texas,0.6,2013-2014,0.6,2013-07-15
291969,Aug,avg,≥6 months,Texas,3.0,2013-2014,3.0,2013-08-15
291974,Sep,avg,≥6 months,Texas,10.0,2013-2014,10.0,2013-09-15
291979,Oct,avg,≥6 months,Texas,25.8,2013-2014,25.8,2013-10-15
291984,Nov,avg,≥6 months,Texas,34.9,2013-2014,34.9,2013-11-15
291989,Dec,avg,≥6 months,Texas,39.0,2013-2014,39.0,2013-12-15
291994,Jan,avg,≥6 months,Texas,42.5,2013-2014,42.5,2014-01-15
291999,Feb,avg,≥6 months,Texas,43.7,2013-2014,43.7,2014-02-15
292004,Mar,avg,≥6 months,Texas,44.6,2013-2014,44.6,2014-03-15
292009,Apr,avg,≥6 months,Texas,44.8,2013-2014,44.8,2014-04-15
292014,May,avg,≥6 months,Texas,45.2,2013-2014,45.2,2014-05-15
292952,Jul,avg,≥6 months,Utah,0.2,2013-2014,0.2,2013-07-15
292957,Aug,avg,≥6 months,Utah,1.4,2013-2014,1.4,2013-08-15
292962,Sep,avg,≥6 months,Utah,7.6,2013-2014,7.6,2013-09-15
292967,Oct,avg,≥6 months,Utah,25.6,2013-2014,25.6,2013-10-15
292972,Nov,avg,≥6 months,Utah,34.5,2013-2014,34.5,2013-11-15
292977,Dec,avg,≥6 months,Utah,37.1,2013-2014,37.1,2013-12-15
292982,Jan,avg,≥6 months,Utah,39.6,2013-2014,39.6,2014-01-15
292987,Feb,avg,≥6 months,Utah,40.6,2013-2014,40.6,2014-02-15
292992,Mar,avg,≥6 months,Utah,41.0,2013-2014,41.0,2014-03-15
292997,Apr,avg,≥6 months,Utah,41.3,2013-2014,41.3,2014-04-15
293002,May,avg,≥6 months,Utah,41.5,2013-2014,41.5,2014-05-15
293940,Jul,avg,≥6 months,Vermont,0.2,2013-2014,0.2,2013-07-15
293945,Aug,avg,≥6 months,Vermont,1.1,2013-2014,1.1,2013-08-15
293950,Sep,avg,≥6 months,Vermont,6.7,2013-2014,6.7,2013-09-15
293955,Oct,avg,≥6 months,Vermont,27.1,2013-2014,27.1,2013-10-15
293960,Nov,avg,≥6 months,Vermont,41.7,2013-2014,41.7,2013-11-15
293965,Dec,avg,≥6 months,Vermont,45.6,2013-2014,45.6,2013-12-15
293970,Jan,avg,≥6 months,Vermont,48.3,2013-2014,48.3,2014-01-15
293975,Feb,avg,≥6 months,Vermont,49.3,2013-2014,49.3,2014-02-15
293980,Mar,avg,≥6 months,Vermont,49.5,2013-2014,49.5,2014-03-15
293985,Apr,avg,≥6 months,Vermont,49.9,2013-2014,49.9,2014-04-15
293990,May,avg,≥6 months,Vermont,50.0,2013-2014,50.0,2014-05-15
294933,Aug,avg,≥6 months,Virginia,1.8,2013-2014,1.8,2013-08-15
294938,Sep,avg,≥6 months,Virginia,10.2,2013-2014,10.2,2013-09-15
294943,Oct,avg,≥6 months,Virginia,29.2,2013-2014,29.2,2013-10-15
294948,Nov,avg,≥6 months,Virginia,41.2,2013-2014,41.2,2013-11-15
294953,Dec,avg,≥6 months,Virginia,45.2,2013-2014,45.2,2013-12-15
294958,Jan,avg,≥6 months,Virginia,48.0,2013-2014,48.0,2014-01-15
294963,Feb,avg,≥6 months,Virginia,49.5,2013-2014,49.5,2014-02-15
294968,Mar,avg,≥6 months,Virginia,50.1,2013-2014,50.1,2014-03-15
294973,Apr,avg,≥6 months,Virginia,50.3,2013-2014,50.3,2014-04-15
294978,May,avg,≥6 months,Virginia,50.4,2013-2014,50.4,2014-05-15
295921,Aug,avg,≥6 months,Washington,1.5,2013-2014,1.5,2013-08-15
295926,Sep,avg,≥6 months,Washington,8.2,2013-2014,8.2,2013-09-15
295931,Oct,avg,≥6 months,Washington,26.8,2013-2014,26.8,2013-10-15
295936,Nov,avg,≥6 months,Washington,37.2,2013-2014,37.2,2013-11-15
295941,Dec,avg,≥6 months,Washington,41.1,2013-2014,41.1,2013-12-15
295946,Jan,avg,≥6 months,Washington,45.0,2013-2014,45.0,2014-01-15
295951,Feb,avg,≥6 months,Washington,47.5,2013-2014,47.5,2014-02-15
295956,Mar,avg,≥6 months,Washington,47.9,2013-2014,47.9,2014-03-15
295961,Apr,avg,≥6 months,Washington,48.3,2013-2014,48.3,2014-04-15
295966,May,avg,≥6 months,Washington,48.4,2013-2014,48.4,2014-05-15
296909,Aug,avg,≥6 months,West Virginia,1.5,2013-2014,1.5,2013-08-15
296914,Sep,avg,≥6 months,West Virginia,9.8,2013-2014,9.8,2013-09-15
296919,Oct,avg,≥6 months,West Virginia,31.2,2013-2014,31.2,2013-10-15
296924,Nov,avg,≥6 months,West Virginia,43.9,2013-2014,43.9,2013-11-15
296929,Dec,avg,≥6 months,West Virginia,47.2,2013-2014,47.2,2013-12-15
296934,Jan,avg,≥6 months,West Virginia,49.8,2013-2014,49.8,2014-01-15
296939,Feb,avg,≥6 months,West Virginia,51.1,2013-2014,51.1,2014-02-15
296944,Mar,avg,≥6 months,West Virginia,52.2,2013-2014,52.2,2014-03-15
296949,Apr,avg,≥6 months,West Virginia,52.5,2013-2014,52.5,2014-04-15
296954,May,avg,≥6 months,West Virginia,52.6,2013-2014,52.6,2014-05-15
297897,Aug,avg,≥6 months,Wisconsin,1.6,2013-2014,1.6,2013-08-15
297902,Sep,avg,≥6 months,Wisconsin,6.8,2013-2014,6.8,2013-09-15
297907,Oct,avg,≥6 months,Wisconsin,25.5,2013-2014,25.5,2013-10-15
297912,Nov,avg,≥6 months,Wisconsin,35.1,2013-2014,35.1,2013-11-15
297917,Dec,avg,≥6 months,Wisconsin,38.1,2013-2014,38.1,2013-12-15
297922,Jan,avg,≥6 months,Wisconsin,39.5,2013-2014,39.5,2014-01-15
297927,Feb,avg,≥6 months,Wisconsin,40.4,2013-2014,40.4,2014-02-15
297932,Mar,avg,≥6 months,Wisconsin,41.8,2013-2014,41.8,2014-03-15
297937,Apr,avg,≥6 months,Wisconsin,42.3,2013-2014,42.3,2014-04-15
297942,May,avg,≥6 months,Wisconsin,42.3,2013-2014,42.3,2014-05-15
298885,Aug,avg,≥6 months,Wyoming,1.2,2013-2014,1.2,2013-08-15
298890,Sep,avg,≥6 months,Wyoming,6.1,2013-2014,6.1,2013-09-15
298895,Oct,avg,≥6 months,Wyoming,23.7,2013-2014,23.7,2013-10-15
298900,Nov,avg,≥6 months,Wyoming,31.5,2013-2014,31.5,2013-11-15
298905,Dec,avg,≥6 months,Wyoming,34.5,2013-2014,34.5,2013-12-15
298910,Jan,avg,≥6 months,Wyoming,36.1,2013-2014,36.1,2014-01-15
298915,Feb,avg,≥6 months,Wyoming,36.8,2013-2014,36.8,2014-02-15
298920,Mar,avg,≥6 months,Wyoming,37.3,2013-2014,37.3,2014-03-15
298925,Apr,avg,≥6 months,Wyoming,37.5,2013-2014,37.5,2014-04-15
298930,May,avg,≥6 months,Wyoming,37.6,2013-2014,37.6,2014-05-15
